# # Once                                                         FEFF 9.6.4  
# # POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=25 Rmt= 1.265 Rnm= 1.346 K  shell
# # Pot 1 Z= 6 Rmt= 1.006 Rnm= 1.098
# # Pot 2 Z=31 Rmt= 1.481 Rnm= 1.501
# # Pot 3 Z=25 Rmt= 1.271 Rnm= 1.355
# # Gam_ch=1.193E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-1.412E+01 kf=2.284E+00 Vint=-2.515E+01 Rs_int= 1.588
# # PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.900  Temp=  20.00  Debye_temp= 600.00  Global_sig2= 0.00500
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00969    100.00      1.00     2   1.9523
#           3       0.00969     20.87      1.00     2   1.9523
#           4       0.00701     42.09      1.00     2   2.6145
#           6       0.00701      5.33      1.00     2   2.6145
#           7       0.00684     31.79      1.00     2   2.7120
#          10       0.00712     87.56      2.00     2   2.9000
#          11       0.00712     13.38      2.00     2   2.9000
#          12       0.00712     22.94      2.00     2   2.9000
#          13       0.00871     18.69      2.00     3   3.2595
#          14       0.00871      5.44      2.00     3   3.2595
#          15       0.00871     10.86      2.00     3   3.2595
#          17       0.00871      8.22      2.00     3   3.2595
#          19       0.01339     15.07      2.00     3   3.4023
#          20       0.01339     10.75      2.00     3   3.4023
#          22       0.00848     24.52      2.00     3   3.4023
#          23       0.00848     12.59      2.00     3   3.4023
#          24       0.00848      5.84      2.00     3   3.4023
#          25       0.00848     13.91      2.00     3   3.4023
#          27       0.00848      4.55      2.00     3   3.4023
#          28       0.01116     21.74      1.00     2   3.4959
#          30       0.01116     13.24      1.00     2   3.4959
#          31       0.00718     21.21      1.00     2   3.9045
#          33       0.00718      4.49      1.00     2   3.9045
#          34       0.00718     64.16      2.00     3   3.9045
#          36       0.00718     15.83      2.00     3   3.9045
#          37       0.02375     12.92      1.00     4   3.9045
#          38       0.01363      8.24      1.00     4   3.9045
#          40       0.00718     49.51      1.00     4   3.9045
#          41       0.01363      6.59      1.00     4   3.9045
#          48       0.00718     12.29      1.00     4   3.9045
#          49       0.00695     13.47      1.00     2   3.9705
#          52       0.01041      4.53      2.00     3   4.0313
#          55       0.01041     11.77      2.00     3   4.0313
#          56       0.01041      4.10      2.00     3   4.0313
#          59       0.01262     10.42      2.00     3   4.1741
#          63       0.01262      5.26      2.00     3   4.1741
#          64       0.01262      6.61      2.00     3   4.1741
#          66       0.01021      5.60      2.00     3   4.1741
#          67       0.01021      9.90      2.00     3   4.1741
#          68       0.01021      8.02      2.00     3   4.1741
#          69       0.01021      4.38      2.00     3   4.1741
#          73       0.00739      6.81      4.00     3   4.3500
#          74       0.00739      5.50      4.00     3   4.3500
#          75       0.01098     14.77      1.00     2   4.5422
#          76       0.01098      9.25      1.00     2   4.5422
#          77       0.01098      7.85      1.00     2   4.5422
#          89       0.01072      7.94      2.00     3   4.6266
#          92       0.01081      6.16      2.00     4   4.6643
#          93       0.01079      5.58      2.00     3   4.6972
#          95       0.01079      7.27      2.00     3   4.6972
#          98       0.01079     12.32      2.00     3   4.6972
#          99       0.01138     22.80      2.00     3   4.6972
#         101       0.01138     16.74      2.00     3   4.6972
#         102       0.01138      9.65      2.00     3   4.6972
#         104       0.01138      5.19      2.00     3   4.6972
#         105       0.01079     13.32      2.00     3   4.6972
#         106       0.01079      8.41      2.00     3   4.6972
#         108       0.01079      7.40      2.00     3   4.6972
#         111       0.00735      6.60      2.00     4   4.7095
#         113       0.00735      6.73      2.00     4   4.7095
#         114       0.00735      5.11      2.00     4   4.7095
#         115       0.00735      5.49      2.00     4   4.7095
#         128       0.01081      7.44      2.00     4   4.8523
#         133       0.01119      4.85      2.00     4   4.8523
#         134       0.01081      9.41      2.00     4   4.8523
#         136       0.01081     12.19      2.00     4   4.8523
#         137       0.02663      6.20      1.00     4   4.8523
#         138       0.02663      5.49      1.00     4   4.8523
#         139       0.01315     10.35      1.00     4   4.8523
#         144       0.01315     10.79      1.00     4   4.8523
#         148       0.01081      8.96      2.00     4   4.8523
#         156       0.01081      5.12      2.00     4   4.8523
#         165       0.00711     13.87      1.00     2   4.8637
#         167       0.00711      6.51      1.00     2   4.8637
#         168       0.00711      6.15      1.00     2   4.8637
#         171       0.00688     10.15      1.00     2   4.9168
#         173       0.00688      5.79      1.00     2   4.9168
#         178       0.00710     17.77      2.00     2   5.0230
#         179       0.00710     15.41      2.00     2   5.0229
#         180       0.00688      6.99      1.00     2   5.0559
#         186       0.00799      9.86      2.00     3   5.1559
#         187       0.00799      4.05      2.00     3   5.1559
#         193       0.00799      9.68      2.00     3   5.1559
#         195       0.00799      5.25      2.00     3   5.1559
#         197       0.00799      4.62      2.00     3   5.1559
#         198       0.00711      8.98      1.00     2   5.1592
#         202       0.00711      4.69      1.00     2   5.1592
#         209       0.00721      4.11      2.00     3   5.1891
#         211       0.00721      6.74      2.00     3   5.1891
#         214       0.00721      6.13      2.00     3   5.1891
#         227       0.00693      4.04      2.00     3   5.1912
#         231       0.00693      4.53      2.00     3   5.1912
#         237       0.01432      5.35      2.00     3   5.2356
#         238       0.01432      8.95      2.00     3   5.2356
#         240       0.00776      8.97      2.00     3   5.2356
#         242       0.00776      4.93      2.00     3   5.2356
#         243       0.00776      6.24      2.00     3   5.2356
#         245       0.00776      6.77      2.00     3   5.2356
#         247       0.00758      4.57      2.00     3   5.2822
#         270       0.01129      4.29      2.00     5   5.3545
#         271       0.01129      5.99      2.00     5   5.3545
#         273       0.01129      4.36      2.00     5   5.3545
#         276       0.01129     12.56      2.00     5   5.3545
#         277       0.01129     13.40      2.00     5   5.3545
#         284       0.00723      4.13      4.00     3   5.4115
#         286       0.00723      7.77      4.00     3   5.4115
#         287       0.00723      7.08      4.00     3   5.4115
#         289       0.00723      4.72      4.00     3   5.4115
#         290       0.00723      5.69      4.00     3   5.4115
#         296       0.00996      4.12      1.00     4   5.4482
#         321       0.00715     15.08      2.00     2   5.8000
#         323       0.00715      4.43      2.00     2   5.8000
#         326       0.00715      8.05      2.00     3   5.8000
#         327       0.00715     36.08      4.00     3   5.8000
#         328       0.00715      7.36      4.00     3   5.8000
#         329       0.00715     11.09      4.00     3   5.8000
#         332       0.00715      7.65      2.00     4   5.8000
#         334       0.00715     25.46      2.00     4   5.8000
#         337       0.00715      5.31      2.00     4   5.8000
#         338       0.00715      7.93      2.00     4   5.8000
#         339       0.01406      4.89      2.00     4   5.8568
#         345       0.01406      7.18      2.00     5   5.8568
#         346       0.01406      7.96      2.00     5   5.8568
#         347       0.01406      8.66      2.00     5   5.8568
#         355       0.01406     11.99      2.00     6   5.8568
#         356       0.01406      7.34      1.00     6   5.8568
#   126/ 174 paths used
#  xsedge+50, used to normalize mu           3.5307E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    6545.567    -14.113   0.050  4.56527E-01  3.28065E-01  2.15862E-01
    6545.595    -14.084   0.100  4.74455E-01  3.34452E-01  2.34940E-01
    6545.643    -14.036   0.150  5.24679E-01  3.53120E-01  2.86764E-01
    6545.709    -13.970   0.200  5.71781E-01  3.71788E-01  3.32984E-01
    6545.795    -13.884   0.250  6.38578E-01  3.99507E-01  3.95493E-01
    6545.900    -13.779   0.300  6.97525E-01  4.27225E-01  4.44301E-01
    6546.024    -13.655   0.350  7.57184E-01  4.56534E-01  4.89890E-01
    6546.167    -13.513   0.400  8.04168E-01  4.85842E-01  5.14219E-01
    6546.329    -13.351   0.450  8.37169E-01  5.11012E-01  5.21229E-01
    6546.510    -13.170   0.500  8.54892E-01  5.36182E-01  5.03934E-01
    6546.710    -12.970   0.550  8.54819E-01  5.56576E-01  4.65711E-01
    6546.929    -12.751   0.600  8.40398E-01  5.76970E-01  4.06296E-01
    6547.167    -12.512   0.650  8.11241E-01  5.94099E-01  3.30291E-01
    6547.424    -12.255   0.700  7.71875E-01  6.11228E-01  2.41034E-01
    6547.700    -11.979   0.750  7.23429E-01  6.26473E-01  1.43318E-01
    6547.995    -11.684   0.800  6.70744E-01  6.41718E-01  4.22795E-02
    6548.310    -11.369   0.850  6.14795E-01  6.55937E-01 -5.89996E-02
    6548.643    -11.036   0.900  5.60872E-01  6.70157E-01 -1.54329E-01
    6548.996    -10.684   0.950  5.08643E-01  6.83800E-01 -2.43440E-01
    6549.367    -10.312   1.000  4.63796E-01  6.97444E-01 -3.19675E-01
    6549.758     -9.922   1.050  4.24590E-01  7.10712E-01 -3.85272E-01
    6550.167     -9.512   1.100  3.96447E-01  7.23980E-01 -4.34162E-01
    6550.596     -9.083   1.150  3.76702E-01  7.36909E-01 -4.70027E-01
    6551.043     -8.636   1.200  3.69668E-01  7.49839E-01 -4.88459E-01
    6551.510     -8.169   1.250  3.72579E-01  7.62394E-01 -4.93293E-01
    6551.996     -7.683   1.300  3.87840E-01  7.74949E-01 -4.82587E-01
    6552.501     -7.178   1.350  4.13234E-01  7.87035E-01 -4.59307E-01
    6553.025     -6.655   1.400  4.49017E-01  7.99121E-01 -4.24101E-01
    6553.568     -6.112   1.450  4.93901E-01  8.10625E-01 -3.78497E-01
    6554.130     -5.550   1.500  5.46306E-01  8.22128E-01 -3.25236E-01
    6554.711     -4.969   1.550  6.05640E-01  8.32927E-01 -2.64679E-01
    6555.311     -4.369   1.600  6.69240E-01  8.43727E-01 -2.00699E-01
    6555.930     -3.749   1.650  7.36684E-01  8.53727E-01 -1.33113E-01
    6556.568     -3.111   1.700  8.04867E-01  8.63727E-01 -6.61973E-02
    6557.225     -2.454   1.750  8.72682E-01  8.72808E-01 -1.41156E-04
    6557.901     -1.778   1.800  9.37134E-01  8.81890E-01  6.09028E-02
    6558.597     -1.082   1.850  9.96191E-01  8.89964E-01  1.16092E-01
    6559.311     -0.368   1.900  1.04729E+00  8.98038E-01  1.61708E-01
    6560.045      0.365   1.950  1.08766E+00  9.05026E-01  1.96430E-01
    6560.797      1.118   2.000  1.11590E+00  9.12014E-01  2.17689E-01
    6561.569      1.889   2.050  1.12881E+00  9.17384E-01  2.24549E-01
    6562.359      2.680   2.100  1.12797E+00  9.22754E-01  2.16803E-01
    6563.169      3.490   2.150  1.11458E+00  9.28124E-01  1.95949E-01
    6563.997      4.318   2.200  1.09105E+00  9.33494E-01  1.64710E-01
    6564.845      5.166   2.250  1.05878E+00  9.36477E-01  1.27534E-01
    6565.712      6.033   2.300  1.02415E+00  9.39460E-01  8.80906E-02
    6566.598      6.918   2.350  9.91664E-01  9.42443E-01  5.10644E-02
    6567.503      7.823   2.400  9.65409E-01  9.45427E-01  2.06781E-02
    6568.427      8.747   2.450  9.45858E-01  9.45469E-01  4.02509E-04
    6569.369      9.690   2.500  9.39005E-01  9.45512E-01 -6.74632E-03
    6570.332     10.652   2.550  9.43639E-01  9.45555E-01 -1.98865E-03
    6571.313     11.633   2.600  9.56643E-01  9.45598E-01  1.14738E-02
    6572.313     12.633   2.650  9.78790E-01  9.48851E-01  3.10363E-02
    6573.332     13.653   2.700  9.99474E-01  9.52105E-01  4.90055E-02
    6574.370     14.691   2.750  1.01563E+00  9.55358E-01  6.22309E-02
    6575.427     15.748   2.800  1.02619E+00  9.58612E-01  6.96272E-02
    6576.504     16.824   2.850  1.03449E+00  9.62355E-01  7.40555E-02
    6577.599     17.920   2.900  1.03846E+00  9.66099E-01  7.40125E-02
    6578.713     19.034   2.950  1.03865E+00  9.69843E-01  7.01245E-02
    6579.847     20.168   3.000  1.03601E+00  9.73586E-01  6.33916E-02
    6580.999     21.320   3.050  1.03041E+00  9.75482E-01  5.56658E-02
    6582.171     22.492   3.100  1.02352E+00  9.77378E-01  4.66645E-02
    6583.362     23.682   3.150  1.01593E+00  9.79274E-01  3.70026E-02
    6584.571     24.892   3.200  1.00794E+00  9.81169E-01  2.69674E-02
    6585.800     26.121   3.250  9.99165E-01  9.82122E-01  1.71470E-02
    6587.048     27.369   3.300  9.89323E-01  9.83076E-01  6.27899E-03
    6588.315     28.635   3.350  9.78150E-01  9.84029E-01 -5.90106E-03
    6589.601     29.921   3.400  9.65555E-01  9.84982E-01 -1.94792E-02
    6590.905     31.226   3.450  9.51068E-01  9.85162E-01 -3.41624E-02
    6592.229     32.550   3.500  9.35601E-01  9.85342E-01 -4.98087E-02
    6593.572     33.893   3.550  9.20131E-01  9.85522E-01 -6.54361E-02
    6594.934     35.255   3.600  9.06023E-01  9.85702E-01 -7.96821E-02
    6596.316     36.636   3.650  8.94092E-01  9.85514E-01 -9.14170E-02
    6597.716     38.037   3.700  8.86140E-01  9.85326E-01 -9.91713E-02
    6599.135     39.456   3.750  8.83099E-01  9.85137E-01 -1.02015E-01
    6600.573     40.894   3.800  8.85480E-01  9.84949E-01 -9.94372E-02
    6602.031     42.351   3.850  8.93197E-01  9.84591E-01 -9.13663E-02
    6603.507     43.828   3.900  9.05693E-01  9.84232E-01 -7.85180E-02
    6605.002     45.323   3.950  9.21966E-01  9.83874E-01 -6.18932E-02
    6606.517     46.838   4.000  9.40794E-01  9.83515E-01 -4.27116E-02
    6608.050     48.371   4.050  9.60879E-01  9.83172E-01 -2.22888E-02
    6609.603     49.924   4.100  9.80861E-01  9.82829E-01 -1.96822E-03
    6611.175     51.495   4.150  9.99687E-01  9.82487E-01  1.71968E-02
    6612.765     53.086   4.200  1.01647E+00  9.82144E-01  3.43149E-02
    6614.375     54.696   4.250  1.03049E+00  9.81962E-01  4.85162E-02
    6616.004     56.324   4.300  1.04102E+00  9.81780E-01  5.92217E-02
    6617.652     57.972   4.350  1.04748E+00  9.81598E-01  6.58660E-02
    6619.318     59.639   4.400  1.04945E+00  9.81417E-01  6.80156E-02
    6621.004     61.325   4.450  1.04649E+00  9.81290E-01  6.51725E-02
    6622.709     63.030   4.500  1.03890E+00  9.81164E-01  5.77058E-02
    6624.433     64.754   4.550  1.02730E+00  9.81037E-01  4.62313E-02
    6626.176     66.497   4.600  1.01278E+00  9.80911E-01  3.18388E-02
