# # Once                                                         FEFF 9.6.4  
# # POT  SCF 100  3.1000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=60 Rmt= 1.719 Rnm= 1.743 L3 shell
# # Pot 1 Z=60 Rmt= 1.753 Rnm= 1.781
# # Pot 2 Z=26 Rmt= 1.411 Rnm= 1.447
# # Pot 3 Z= 5 Rmt= 1.067 Rnm= 1.161
# # Gam_ch=3.500E+00 H-L exch Vi= 1.000E+00 Vr= 0.000E+00
# # Mu=-1.661E+01 kf=1.999E+00 Vint=-2.553E+01 Rs_int= 1.814
# FMS rfms= 5.1000
# # PATH  Rmax= 1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           7.3162E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    6195.728    -31.249  -1.960  1.00068E-01  1.04919E-01 -4.85093E-03
    6197.744    -29.233  -1.820  1.18388E-01  1.24456E-01 -6.06841E-03
    6199.611    -27.366  -1.680  1.41678E-01  1.49587E-01 -7.90872E-03
    6201.329    -25.649  -1.540  1.71589E-01  1.82341E-01 -1.07522E-02
    6202.897    -24.081  -1.400  2.10331E-01  2.25548E-01 -1.52162E-02
    6204.316    -22.662  -1.260  2.60772E-01  2.83042E-01 -2.22701E-02
    6204.864    -22.113  -1.201  2.86134E-01  3.12439E-01 -2.63057E-02
    6206.239    -20.738  -1.041  3.71758E-01  4.13752E-01 -4.19940E-02
    6207.614    -19.363  -0.850  5.08137E-01  5.79644E-01 -7.15069E-02
    6208.989    -17.988  -0.601  7.35871E-01  8.57529E-01 -1.21658E-01
    6210.364    -16.613   0.000  1.10959E+00  1.26678E+00 -1.57192E-01
    6211.739    -15.238   0.601  1.57186E+00  1.64727E+00 -7.54122E-02
    6213.114    -13.863   0.850  1.93150E+00  1.85603E+00  7.54688E-02
    6214.489    -12.488   1.041  2.04089E+00  1.88301E+00  1.57884E-01
    6215.864    -11.113   1.201  1.95089E+00  1.80229E+00  1.48605E-01
    6217.239     -9.738   1.343  1.78160E+00  1.68092E+00  1.00674E-01
    6218.614     -8.363   1.472  1.62441E+00  1.55688E+00  6.75301E-02
    6219.989     -6.988   1.589  1.49852E+00  1.44595E+00  5.25638E-02
    6221.364     -5.613   1.699  1.38041E+00  1.35276E+00  2.76494E-02
    6222.739     -4.238   1.802  1.26364E+00  1.27699E+00 -1.33466E-02
    6224.114     -2.863   1.900  1.16522E+00  1.21664E+00 -5.14211E-02
    6225.489     -1.488   1.992  1.10477E+00  1.17350E+00 -6.87338E-02
    6226.864     -0.113   2.081  1.08991E+00  1.15037E+00 -6.04557E-02
    6228.239      1.262   2.166  1.09686E+00  1.13196E+00 -3.51010E-02
    6229.614      2.637   2.248  1.10162E+00  1.11073E+00 -9.10840E-03
    6230.989      4.012   2.327  1.09130E+00  1.08719E+00  4.11013E-03
    6232.364      5.387   2.403  1.05658E+00  1.05615E+00  4.38150E-04
    6233.739      6.762   2.477  1.01195E+00  1.02453E+00 -1.25821E-02
    6235.114      8.137   2.549  9.82230E-01  1.00421E+00 -2.19776E-02
    6235.922      8.945   2.590  9.69460E-01  9.94352E-01 -2.48920E-02
    6237.322     10.345   2.660  9.53337E-01  9.79202E-01 -2.58651E-02
    6238.760     11.782   2.730  9.44283E-01  9.67362E-01 -2.30796E-02
    6240.235     13.257   2.800  9.42695E-01  9.60296E-01 -1.76012E-02
    6241.747     14.769   2.870  9.47179E-01  9.57621E-01 -1.04423E-02
    6243.296     16.319   2.940  9.53567E-01  9.55924E-01 -2.35693E-03
    6244.883     17.906   3.010  9.60918E-01  9.54732E-01  6.18569E-03
    6246.507     19.530   3.080  9.69717E-01  9.54853E-01  1.48646E-02
    6248.169     21.192   3.150  9.79025E-01  9.55939E-01  2.30859E-02
    6249.868     22.890   3.220  9.90284E-01  9.60154E-01  3.01298E-02
    6251.604     24.627   3.290  1.00022E+00  9.65193E-01  3.50278E-02
    6253.378     26.400   3.360  1.00697E+00  9.70128E-01  3.68391E-02
    6255.188     28.211   3.430  1.01017E+00  9.74918E-01  3.52552E-02
    6257.037     30.059   3.500  1.01026E+00  9.79702E-01  3.05568E-02
    6258.922     31.945   3.570  1.00781E+00  9.84245E-01  2.35701E-02
    6260.845     33.868   3.640  1.00409E+00  9.89296E-01  1.47974E-02
    6262.805     35.828   3.710  9.98512E-01  9.93889E-01  4.62268E-03
    6264.803     37.826   3.780  9.91116E-01  9.97546E-01 -6.42969E-03
    6266.838     39.860   3.850  9.82939E-01  1.00036E+00 -1.74200E-02
    6268.910     41.933   3.920  9.75467E-01  1.00218E+00 -2.67095E-02
    6271.020     44.042   3.990  9.70435E-01  1.00302E+00 -3.25814E-02
